latency,status,server,success,algorithm,workload,run_id
479.2063236236572,200,Server_C,1,round_robin,constant,2
541.1019325256348,200,Server_A,1,round_robin,constant,2
817.2883987426758,200,Server_B,1,round_robin,constant,2
551.9988536834717,200,Server_C,1,round_robin,constant,2
548.2654571533203,200,Server_A,1,round_robin,constant,2
896.2788581848145,200,Server_B,1,round_robin,constant,2
511.1112594604492,200,Server_C,1,round_robin,constant,2
564.1424655914307,200,Server_A,1,round_robin,constant,2
922.8079319000244,200,Server_B,1,round_robin,constant,2
541.0547256469727,200,Server_C,1,round_robin,constant,2
542.3355102539062,200,Server_A,1,round_robin,constant,2
2027.627944946289,200,Server_B,1,round_robin,constant,2
1015.3179168701172,200,Server_C,1,round_robin,constant,2
1237.5309467315674,200,Server_A,1,round_robin,constant,2
564.9280548095703,200,Server_B,1,round_robin,constant,2
1034.120798110962,200,Server_C,1,round_robin,constant,2
506.7331790924072,200,Server_A,1,round_robin,constant,2
793.9715385437012,200,Server_B,1,round_robin,constant,2
511.85154914855957,200,Server_C,1,round_robin,constant,2
524.3673324584961,200,Server_A,1,round_robin,constant,2
508.00061225891113,200,Server_B,1,round_robin,constant,2
998.532772064209,200,Server_C,1,round_robin,constant,2
505.4638385772705,200,Server_A,1,round_robin,constant,2
1527.4219512939453,200,Server_B,1,round_robin,constant,2
496.8416690826416,200,Server_C,1,round_robin,constant,2
541.3992404937744,200,Server_B,1,round_robin,constant,2
509.718656539917,200,Server_A,1,round_robin,constant,2
477.9701232910156,200,Server_C,1,round_robin,constant,2
2527.5585651397705,200,Server_A,1,round_robin,constant,2
556.9450855255127,200,Server_B,1,round_robin,constant,2
493.0241107940674,200,Server_C,1,round_robin,constant,2
509.04059410095215,200,Server_A,1,round_robin,constant,2
2034.189224243164,200,Server_B,1,round_robin,constant,2
3039.858102798462,200,Server_C,1,round_robin,constant,2
493.09778213500977,200,Server_A,1,round_robin,constant,2
540.869951248169,200,Server_B,1,round_robin,constant,2
775.7060527801514,200,Server_C,1,round_robin,constant,2
1032.85813331604,200,Server_B,1,round_robin,constant,2
477.31637954711914,200,Server_A,1,round_robin,constant,2
477.5502681732178,200,Server_C,1,round_robin,constant,2
493.3478832244873,200,Server_A,1,round_robin,constant,2
858.2029342651367,200,Server_B,1,round_robin,constant,2
523.9460468292236,200,Server_C,1,round_robin,constant,2
507.779598236084,200,Server_A,1,round_robin,constant,2
555.4299354553223,200,Server_B,1,round_robin,constant,2
523.5769748687744,200,Server_C,1,round_robin,constant,2
666.3477420806885,200,Server_A,1,round_robin,constant,2
527.2214412689209,200,Server_C,1,round_robin,constant,2
539.7906303405762,200,Server_B,1,round_robin,constant,2
2539.9725437164307,200,Server_A,1,round_robin,constant,2
1514.091968536377,200,Server_B,1,round_robin,constant,2
559.7414970397949,200,Server_C,1,round_robin,constant,2
984.5616817474365,200,Server_A,1,round_robin,constant,2
1541.3579940795898,200,Server_B,1,round_robin,constant,2
505.10597229003906,200,Server_C,1,round_robin,constant,2
508.3329677581787,200,Server_A,1,round_robin,constant,2
520.0588703155518,200,Server_B,1,round_robin,constant,2
492.0918941497803,200,Server_C,1,round_robin,constant,2
536.0558032989502,200,Server_A,1,round_robin,constant,2
545.0448989868164,200,Server_B,1,round_robin,constant,2
529.2487144470215,200,Server_C,1,round_robin,constant,2
2524.449348449707,200,Server_A,1,round_robin,constant,2
556.5328598022461,200,Server_B,1,round_robin,constant,2
513.5931968688965,200,Server_C,1,round_robin,constant,2
523.7326622009277,200,Server_A,1,round_robin,constant,2
550.8861541748047,200,Server_A,1,round_robin,constant,2
507.4353218078613,200,Server_C,1,round_robin,constant,2
507.4353218078613,200,Server_B,1,round_robin,constant,2
772.7205753326416,200,Server_B,1,round_robin,constant,2
439.96715545654297,200,Server_C,1,round_robin,constant,2
555.4587841033936,200,Server_A,1,round_robin,constant,2
539.384126663208,200,Server_B,1,round_robin,constant,2
523.2336521148682,200,Server_C,1,round_robin,constant,2
486.76061630249023,200,Server_B,1,round_robin,constant,2
582.6435089111328,200,Server_A,1,round_robin,constant,2
443.4969425201416,200,Server_C,1,round_robin,constant,2
523.1540203094482,200,Server_A,1,round_robin,constant,2
510.41293144226074,200,Server_B,1,round_robin,constant,2
463.20295333862305,200,Server_C,1,round_robin,constant,2
1000.3526210784912,200,Server_A,1,round_robin,constant,2
460.2353572845459,200,Server_B,1,round_robin,constant,2
1035.7074737548828,200,Server_C,1,round_robin,constant,2
540.2171611785889,200,Server_A,1,round_robin,constant,2
460.5250358581543,200,Server_B,1,round_robin,constant,2
1048.1452941894531,200,Server_C,1,round_robin,constant,2
2541.2373542785645,200,Server_A,1,round_robin,constant,2
1553.8158416748047,200,Server_B,1,round_robin,constant,2
522.4659442901611,200,Server_C,1,round_robin,constant,2
524.7364044189453,200,Server_A,1,round_robin,constant,2
699.2933750152588,200,Server_B,1,round_robin,constant,2
3052.3953437805176,200,Server_C,1,round_robin,constant,2
570.7058906555176,200,Server_A,1,round_robin,constant,2
508.2974433898926,200,Server_B,1,round_robin,constant,2
528.3467769622803,200,Server_C,1,round_robin,constant,2
536.7171764373779,200,Server_A,1,round_robin,constant,2
984.4753742218018,200,Server_B,1,round_robin,constant,2
1048.1269359588623,200,Server_C,1,round_robin,constant,2
889.237642288208,200,Server_A,1,round_robin,constant,2
508.2535743713379,200,Server_B,1,round_robin,constant,2
555.8629035949707,200,Server_C,1,round_robin,constant,2
534.9278450012207,200,Server_A,1,round_robin,constant,2
555.5171966552734,200,Server_B,1,round_robin,constant,2
731.2278747558594,200,Server_C,1,round_robin,constant,2
572.4847316741943,200,Server_A,1,round_robin,constant,2
714.7810459136963,200,Server_B,1,round_robin,constant,2
572.5867748260498,200,Server_C,1,round_robin,constant,2
493.1752681732178,200,Server_A,1,round_robin,constant,2
540.6694412231445,200,Server_B,1,round_robin,constant,2
571.9976425170898,200,Server_C,1,round_robin,constant,2
842.3583507537842,200,Server_A,1,round_robin,constant,2
475.77643394470215,200,Server_B,1,round_robin,constant,2
3021.0771560668945,200,Server_C,1,round_robin,constant,2
2519.6571350097656,200,Server_A,1,round_robin,constant,2
492.22636222839355,200,Server_B,1,round_robin,constant,2
507.6167583465576,200,Server_C,1,round_robin,constant,2
523.5357284545898,200,Server_A,1,round_robin,constant,2
523.5357284545898,200,Server_B,1,round_robin,constant,2
1030.559778213501,200,Server_C,1,round_robin,constant,2
523.1606960296631,200,Server_A,1,round_robin,constant,2
427.8721809387207,200,Server_B,1,round_robin,constant,2
585.5779647827148,200,Server_C,1,round_robin,constant,2
557.2726726531982,200,Server_A,1,round_robin,constant,2
730.0770282745361,200,Server_B,1,round_robin,constant,2
570.4467296600342,200,Server_C,1,round_robin,constant,2
507.71427154541016,200,Server_A,1,round_robin,constant,2
476.1943817138672,200,Server_B,1,round_robin,constant,2
1044.856071472168,200,Server_C,1,round_robin,constant,2
545.8459854125977,200,Server_A,1,round_robin,constant,2
523.1215953826904,200,Server_B,1,round_robin,constant,2
526.0279178619385,200,Server_C,1,round_robin,constant,2
525.733470916748,200,Server_A,1,round_robin,constant,2
476.68981552124023,200,Server_B,1,round_robin,constant,2
1048.0079650878906,200,Server_C,1,round_robin,constant,2
2535.475492477417,200,Server_A,1,round_robin,constant,2
471.5869426727295,200,Server_B,1,round_robin,constant,2
539.3874645233154,200,Server_C,1,round_robin,constant,2
507.7798366546631,200,Server_A,1,round_robin,constant,2
909.3618392944336,200,Server_B,1,round_robin,constant,2
587.0194435119629,200,Server_C,1,round_robin,constant,2
910.3982448577881,200,Server_A,1,round_robin,constant,2
1546.0243225097656,200,Server_B,1,round_robin,constant,2
516.9162750244141,200,Server_A,1,round_robin,constant,2
550.0874519348145,200,Server_C,1,round_robin,constant,2
1530.8635234832764,200,Server_B,1,round_robin,constant,2
513.8213634490967,200,Server_C,1,round_robin,constant,2
549.4506359100342,200,Server_A,1,round_robin,constant,2
476.6104221343994,200,Server_B,1,round_robin,constant,2
519.7954177856445,200,Server_C,1,round_robin,constant,2
518.4497833251953,200,Server_A,1,round_robin,constant,2
921.9403266906738,200,Server_B,1,round_robin,constant,2
444.95654106140137,200,Server_C,1,round_robin,constant,2
779.0572643280029,200,Server_A,1,round_robin,constant,2
2017.0319080352783,200,Server_B,1,round_robin,constant,2
1018.4354782104492,200,Server_C,1,round_robin,constant,2
704.1184902191162,200,Server_A,1,round_robin,constant,2
525.5100727081299,200,Server_B,1,round_robin,constant,2
461.3165855407715,200,Server_C,1,round_robin,constant,2
511.10339164733887,200,Server_A,1,round_robin,constant,2
3035.935163497925,200,Server_C,1,round_robin,constant,2
1524.6613025665283,200,Server_B,1,round_robin,constant,2
2510.976552963257,200,Server_A,1,round_robin,constant,2
555.1302433013916,200,Server_B,1,round_robin,constant,2
1026.7763137817383,200,Server_C,1,round_robin,constant,2
2523.06866645813,200,Server_A,1,round_robin,constant,2
495.328426361084,200,Server_B,1,round_robin,constant,2
474.700927734375,200,Server_C,1,round_robin,constant,2
520.3266143798828,200,Server_A,1,round_robin,constant,2
730.4670810699463,200,Server_B,1,round_robin,constant,2
1034.4104766845703,200,Server_C,1,round_robin,constant,2
2529.5822620391846,200,Server_A,1,round_robin,constant,2
561.1793994903564,200,Server_B,1,round_robin,constant,2
1035.3078842163086,200,Server_C,1,round_robin,constant,2
557.9612255096436,200,Server_A,1,round_robin,constant,2
1543.9410209655762,200,Server_B,1,round_robin,constant,2
568.7863826751709,200,Server_C,1,round_robin,constant,2
2544.4254875183105,200,Server_A,1,round_robin,constant,2
473.3741283416748,200,Server_B,1,round_robin,constant,2
540.463924407959,200,Server_C,1,round_robin,constant,2
986.2136840820312,200,Server_A,1,round_robin,constant,2
460.83784103393555,200,Server_B,1,round_robin,constant,2
524.897575378418,200,Server_C,1,round_robin,constant,2
604.3062210083008,200,Server_A,1,round_robin,constant,2
1542.1159267425537,200,Server_B,1,round_robin,constant,2
953.3863067626953,200,Server_C,1,round_robin,constant,2
1016.3915157318115,200,Server_A,1,round_robin,constant,2
1545.3526973724365,200,Server_B,1,round_robin,constant,2
524.5406627655029,200,Server_C,1,round_robin,constant,2
857.0950031280518,200,Server_B,1,round_robin,constant,2
2533.3917140960693,200,Server_A,1,round_robin,constant,2
3011.9664669036865,200,Server_C,1,round_robin,constant,2
2545.7630157470703,200,Server_A,1,round_robin,constant,2
539.4775867462158,200,Server_B,1,round_robin,constant,2
924.2274761199951,200,Server_B,1,round_robin,constant,3
1017.3158645629883,200,Server_C,1,round_robin,constant,3
383.45861434936523,200,Server_A,1,round_robin,constant,3
477.3294925689697,200,Server_C,1,round_robin,constant,3
385.81252098083496,200,Server_B,1,round_robin,constant,3
425.614595413208,200,Server_C,1,round_robin,constant,3
2525.221347808838,200,Server_A,1,round_robin,constant,3
807.8515529632568,200,Server_B,1,round_robin,constant,3
1527.1461009979248,200,Server_B,1,round_robin,constant,3
934.5314502716064,200,Server_A,1,round_robin,constant,3
538.4149551391602,200,Server_C,1,round_robin,constant,3
485.4698181152344,200,Server_A,1,round_robin,constant,3
938.9567375183105,200,Server_B,1,round_robin,constant,3
3036.583423614502,200,Server_C,1,round_robin,constant,3
880.1841735839844,200,Server_A,1,round_robin,constant,3
540.4932498931885,200,Server_B,1,round_robin,constant,3
806.4684867858887,200,Server_C,1,round_robin,constant,3
567.3153400421143,200,Server_B,1,round_robin,constant,3
2528.2459259033203,200,Server_A,1,round_robin,constant,3
519.4525718688965,200,Server_C,1,round_robin,constant,3
541.3925647735596,200,Server_A,1,round_robin,constant,3
843.3189392089844,200,Server_B,1,round_robin,constant,3
3008.986234664917,200,Server_C,1,round_robin,constant,3
600.4951000213623,200,Server_A,1,round_robin,constant,3
2035.0348949432373,200,Server_B,1,round_robin,constant,3
900.5966186523438,200,Server_C,1,round_robin,constant,3
571.5913772583008,200,Server_A,1,round_robin,constant,3
542.156457901001,200,Server_B,1,round_robin,constant,3
1033.5538387298584,200,Server_C,1,round_robin,constant,3
538.9955043792725,200,Server_A,1,round_robin,constant,3
528.7117958068848,200,Server_B,1,round_robin,constant,3
572.00026512146,200,Server_C,1,round_robin,constant,3
524.4646072387695,200,Server_A,1,round_robin,constant,3
492.38014221191406,200,Server_B,1,round_robin,constant,3
557.9731464385986,200,Server_C,1,round_robin,constant,3
489.6409511566162,200,Server_A,1,round_robin,constant,3
1524.6648788452148,200,Server_B,1,round_robin,constant,3
556.2968254089355,200,Server_C,1,round_robin,constant,3
461.61651611328125,200,Server_A,1,round_robin,constant,3
794.7309017181396,200,Server_B,1,round_robin,constant,3
1002.3465156555176,200,Server_C,1,round_robin,constant,3
508.4354877471924,200,Server_A,1,round_robin,constant,3
524.9006748199463,200,Server_B,1,round_robin,constant,3
1015.019416809082,200,Server_C,1,round_robin,constant,3
1214.2958641052246,200,Server_A,1,round_robin,constant,3
940.6182765960693,200,Server_B,1,round_robin,constant,3
938.8027191162109,200,Server_C,1,round_robin,constant,3
477.68473625183105,200,Server_A,1,round_robin,constant,3
573.0063915252686,200,Server_B,1,round_robin,constant,3
527.6086330413818,200,Server_C,1,round_robin,constant,3
906.1107635498047,200,Server_A,1,round_robin,constant,3
509.36317443847656,200,Server_B,1,round_robin,constant,3
505.56325912475586,200,Server_B,1,round_robin,constant,3
459.68174934387207,200,Server_C,1,round_robin,constant,3
2543.983221054077,200,Server_A,1,round_robin,constant,3
508.82935523986816,200,Server_C,1,round_robin,constant,3
508.82935523986816,200,Server_A,1,round_robin,constant,3
461.3068103790283,200,Server_B,1,round_robin,constant,3
955.5106163024902,200,Server_C,1,round_robin,constant,3
551.18727684021,200,Server_A,1,round_robin,constant,3
540.3378009796143,200,Server_B,1,round_robin,constant,3
477.5712490081787,200,Server_C,1,round_robin,constant,3
557.5721263885498,200,Server_A,1,round_robin,constant,3
686.7218017578125,200,Server_B,1,round_robin,constant,3
494.31777000427246,200,Server_C,1,round_robin,constant,3
541.7482852935791,200,Server_A,1,round_robin,constant,3
2046.872854232788,200,Server_B,1,round_robin,constant,3
922.9214191436768,200,Server_C,1,round_robin,constant,3
795.950174331665,200,Server_A,1,round_robin,constant,3
874.7537136077881,200,Server_B,1,round_robin,constant,3
493.5421943664551,200,Server_C,1,round_robin,constant,3
525.3074169158936,200,Server_A,1,round_robin,constant,3
544.5466041564941,200,Server_B,1,round_robin,constant,3
511.66605949401855,200,Server_C,1,round_robin,constant,3
1043.792724609375,200,Server_A,1,round_robin,constant,3
876.2123584747314,200,Server_B,1,round_robin,constant,3
474.4102954864502,200,Server_C,1,round_robin,constant,3
867.0098781585693,200,Server_A,1,round_robin,constant,3
1007.1229934692383,200,Server_B,1,round_robin,constant,3
835.7107639312744,200,Server_C,1,round_robin,constant,3
2509.1352462768555,200,Server_A,1,round_robin,constant,3
561.3744258880615,200,Server_B,1,round_robin,constant,3
442.7759647369385,200,Server_C,1,round_robin,constant,3
867.7282333374023,200,Server_A,1,round_robin,constant,3
2030.247688293457,200,Server_B,1,round_robin,constant,3
504.7175884246826,200,Server_C,1,round_robin,constant,3
1247.3382949829102,200,Server_A,1,round_robin,constant,3
560.4069232940674,200,Server_B,1,round_robin,constant,3
1036.78297996521,200,Server_C,1,round_robin,constant,3
537.5339984893799,200,Server_A,1,round_robin,constant,3
951.0307312011719,200,Server_B,1,round_robin,constant,3
556.0529232025146,200,Server_C,1,round_robin,constant,3
2536.6203784942627,200,Server_A,1,round_robin,constant,3
488.3248805999756,200,Server_B,1,round_robin,constant,3
511.06834411621094,200,Server_A,1,round_robin,constant,3
493.32332611083984,200,Server_C,1,round_robin,constant,3
1536.3402366638184,200,Server_B,1,round_robin,constant,3
504.7187805175781,200,Server_C,1,round_robin,constant,3
550.9240627288818,200,Server_A,1,round_robin,constant,3
479.0947437286377,200,Server_B,1,round_robin,constant,3
478.745698928833,200,Server_C,1,round_robin,constant,3
529.639720916748,200,Server_A,1,round_robin,constant,3
533.6461067199707,200,Server_B,1,round_robin,constant,3
1011.0702514648438,200,Server_C,1,round_robin,constant,3
555.8524131774902,200,Server_A,1,round_robin,constant,3
503.40890884399414,200,Server_B,1,round_robin,constant,3
432.21163749694824,200,Server_C,1,round_robin,constant,3
535.0792407989502,200,Server_A,1,round_robin,constant,3
505.0792694091797,200,Server_B,1,round_robin,constant,3
1005.0489902496338,200,Server_C,1,round_robin,constant,3
516.9727802276611,200,Server_A,1,round_robin,constant,3
1532.1946144104004,200,Server_B,1,round_robin,constant,3
3023.108959197998,200,Server_C,1,round_robin,constant,3
541.9576168060303,200,Server_A,1,round_robin,constant,3
